query_year,matter_id,matter_file,disposition_group,review_difficulty,application_keys,title_bbls,title_address_candidate,title,chatgpt_plain_text_prompt
2021,5153317,Res 1755-2021,filed_withdrawal_or_motion,document_lookup_review,210261ZMM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 210261 ZMM, a Zoning Map amendment (L.U. No. 836).","Matter: Res 1755-2021 (2021)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 210261ZMM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 210261 ZMM, a Zoning Map amendment (L.U. No. 836).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2021,5153318,Res 1756-2021,filed_withdrawal_or_motion,document_lookup_review,210262ZRM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 210262 ZRM, for an amendment of the text of the Zoning Resolution (L.U. No. 837).","Matter: Res 1756-2021 (2021)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 210262ZRM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 210262 ZRM, for an amendment of the text of the Zoning Resolution (L.U. No. 837).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5640117,LU 0055-2022,filed_by_council_other,document_lookup_review,220136ZSM,,,"Application number C 220136 ZSM (One 45/Museum of Civil Rights) submitted by One45 Lenox, LLC, pursuant to Sections 197c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 of the Zoning Resolution to modify the tower regulations of Section 35-64 (Special Tower Regulations for Mixed Buildings) of a mixed-use building (Building 1), in connection with a proposed mixed-use development, within a large-scale general development, bounded by West 145th Street, Lenox Avenue – Malcolm X. Boulevard, West 144th Street, a line 100 feet northwesterly of Lenox A","Matter: LU 0055-2022 (2022)
Disposition: filed_by_council_other / Filed by Council
Application keys: 220136ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 220136 ZSM (One 45/Museum of Civil Rights) submitted by One45 Lenox, LLC, pursuant to Sections 197c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-743 of the Zoning Resolution to modify the tower regulations of Section 35-64 (Special Tower Regulations for Mixed Buildings) of a mixed-use building (Building 1), in connection with a proposed mixed-use development, within a large-scale general development, bounded by West 145th Street, Lenox Avenue – Malcolm X. Boulevard, West 144th Street, a line 100 feet northwesterly of Lenox A
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5640118,LU 0056-2022,filed_by_council_other,document_lookup_review,220137AZSM,,,"Application number C 220137(A) ZSM (One 45/Museum of Civil Rights) submitted by One45 Lenox, LLC, pursuant to Sections 197-c and 201 and proposed for modification pursuant to Section 2-06(c)(1) of the Uniform Land Use Review Procedure of the New York City Charter for the grant of special permits pursuant to Section 74-744(b) of the Zoning Resolution to modify requirements of Section 32-42 (Location Within Buildings) to allow commercial uses (banquet hall use & office amenity space) to be located above residential use, and to modify the requirements of Section 32-423 (Limitation on ground floor","Matter: LU 0056-2022 (2022)
Disposition: filed_by_council_other / Filed by Council
Application keys: 220137AZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 220137(A) ZSM (One 45/Museum of Civil Rights) submitted by One45 Lenox, LLC, pursuant to Sections 197-c and 201 and proposed for modification pursuant to Section 2-06(c)(1) of the Uniform Land Use Review Procedure of the New York City Charter for the grant of special permits pursuant to Section 74-744(b) of the Zoning Resolution to modify requirements of Section 32-42 (Location Within Buildings) to allow commercial uses (banquet hall use & office amenity space) to be located above residential use, and to modify the requirements of Section 32-423 (Limitation on ground floor
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5640119,LU 0057-2022,filed_by_council_other,document_lookup_review,220142ZSM,,,"Application number C 220142 ZSM (One 45/Museum of Civil Rights) submitted by One45 Lenox, LLC, pursuant to Sections197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-533 of the Zoning Resolution to reduce the required accessory off-street parking spaces to 130 spaces (20%) for dwelling units in a development within a Transit Zone, that includes at least 20 percent of all dwelling units as income-restricted housing units, in connection with a proposed mixed-use development, within a large-scale general development, bounded by West 145th Street,","Matter: LU 0057-2022 (2022)
Disposition: filed_by_council_other / Filed by Council
Application keys: 220142ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 220142 ZSM (One 45/Museum of Civil Rights) submitted by One45 Lenox, LLC, pursuant to Sections197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-533 of the Zoning Resolution to reduce the required accessory off-street parking spaces to 130 spaces (20%) for dwelling units in a development within a Transit Zone, that includes at least 20 percent of all dwelling units as income-restricted housing units, in connection with a proposed mixed-use development, within a large-scale general development, bounded by West 145th Street,
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5649294,Res 0178-2022,filed_withdrawal_or_motion,document_lookup_review,200247ZRQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 200247 ZRQ, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 40).","Matter: Res 0178-2022 (2022)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 200247ZRQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 200247 ZRQ, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 40).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5667152,Res 0211-2022,filed_withdrawal_or_motion,document_lookup_review,220134ZMM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220134 ZMM, a Zoning Map amendment (L.U. No. 53).","Matter: Res 0211-2022 (2022)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220134ZMM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220134 ZMM, a Zoning Map amendment (L.U. No. 53).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5667153,Res 0212-2022,filed_withdrawal_or_motion,document_lookup_review,220135ZRM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 220135 ZRM, for an amendment of the text of the Zoning Resolution (L.U. No. 54).","Matter: Res 0212-2022 (2022)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220135ZRM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 220135 ZRM, for an amendment of the text of the Zoning Resolution (L.U. No. 54).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5667154,Res 0213-2022,filed_withdrawal_or_motion,document_lookup_review,220136ZSM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220136 ZSM, for the grant of a special permit (L.U. No. 55).","Matter: Res 0213-2022 (2022)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220136ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220136 ZSM, for the grant of a special permit (L.U. No. 55).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5667155,Res 0214-2022,filed_withdrawal_or_motion,document_lookup_review,220137AZSM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220137(A) ZSM, for the grant of a special permit (L.U. No. 56).","Matter: Res 0214-2022 (2022)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220137AZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220137(A) ZSM, for the grant of a special permit (L.U. No. 56).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2022,5667183,Res 0215-2022,filed_withdrawal_or_motion,document_lookup_review,220142ZSM,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220142 ZSM, for the grant of a special permit (L.U. No. 57).","Matter: Res 0215-2022 (2022)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220142ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220142 ZSM, for the grant of a special permit (L.U. No. 57).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,5999942,LU 0165-2023,disapproved,document_lookup_review,200012ZSM,,,"Application number C 200012 ZSM (213-227 West 28th Street Parking Special Permits) submitted by 215 West 28th Street Property Owner LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Sections 13-45 (Special Permits for additional parking spaces) and 13-451 (Additional parking spaces for residential growth) of the Zoning Resolution to allow an automated accessory parking garage with a maximum capacity of 41 spaces on portions of the ground floor, cellar and sub-cellar levels 1, 2 and 3, of a proposed mixed-use building at 213-219","Matter: LU 0165-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 200012ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 200012 ZSM (213-227 West 28th Street Parking Special Permits) submitted by 215 West 28th Street Property Owner LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Sections 13-45 (Special Permits for additional parking spaces) and 13-451 (Additional parking spaces for residential growth) of the Zoning Resolution to allow an automated accessory parking garage with a maximum capacity of 41 spaces on portions of the ground floor, cellar and sub-cellar levels 1, 2 and 3, of a proposed mixed-use building at 213-219
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,5999943,LU 0166-2023,disapproved,document_lookup_review,200013ZSM,,,"Application number C 200013 ZSM (213-227 West 28th Street Parking Special Permits) submitted by 225 West 28th Street Property Owner LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Sections 13-45 (Special Permits for additional parking spaces) and 13-451 (Additional parking spaces for residential growth) of the Zoning Resolution to allow an automated accessory parking garage with a maximum capacity of 36 spaces on portions of the ground floor, cellar and sub-cellar levels 1, 2 and 3, of a proposed mixed-use building at 221-227 W","Matter: LU 0166-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 200013ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 200013 ZSM (213-227 West 28th Street Parking Special Permits) submitted by 225 West 28th Street Property Owner LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Sections 13-45 (Special Permits for additional parking spaces) and 13-451 (Additional parking spaces for residential growth) of the Zoning Resolution to allow an automated accessory parking garage with a maximum capacity of 36 spaces on portions of the ground floor, cellar and sub-cellar levels 1, 2 and 3, of a proposed mixed-use building at 221-227 W
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6252859,LU 0231-2023,disapproved,document_lookup_review,210323MMQ,,,"Application number C 210323 MMQ (43rd Avenue Demapping) submitted by Anthony Lim, pursuant to Sections 197-c and 199 of the New York City Charter and Section 5-430 et seq. of the New York City Administrative Code for an amendment to the City Map involving: the elimination, discontinuance and closing of a portion of 43rd Avenue between 222nd Street and 223rd Street; the adjustment of grades and block dimensions necessitated thereby; and authorization for any acquisition or disposition of real property related thereto, in accordance with Map No. 5036 dated June 21, 2022, and signed by the Borou","Matter: LU 0231-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 210323MMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 210323 MMQ (43rd Avenue Demapping) submitted by Anthony Lim, pursuant to Sections 197-c and 199 of the New York City Charter and Section 5-430 et seq. of the New York City Administrative Code for an amendment to the City Map involving: the elimination, discontinuance and closing of a portion of 43rd Avenue between 222nd Street and 223rd Street; the adjustment of grades and block dimensions necessitated thereby; and authorization for any acquisition or disposition of real property related thereto, in accordance with Map No. 5036 dated June 21, 2022, and signed by the Borou
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,5998746,Res 0468-2023,disapproved,document_lookup_review,210389ZMQ,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 210389 ZMQ, a Zoning Map amendment (L.U. No. 156).","Matter: Res 0468-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 210389ZMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 210389 ZMQ, a Zoning Map amendment (L.U. No. 156).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,5998747,Res 0469-2023,disapproved,document_lookup_review,210390ZRQ,,,"Resolution disapproving the decision of the City Planning Commission on Application No. N 210390 ZRQ, for an amendment of the text of the Zoning Resolution (L.U. No. 157).","Matter: Res 0469-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 210390ZRQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on Application No. N 210390 ZRQ, for an amendment of the text of the Zoning Resolution (L.U. No. 157).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6045573,Res 0520-2023,disapproved,document_lookup_review,200012ZSM,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200012 ZSM, for the grant of a special permit (L.U. No. 165).","Matter: Res 0520-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 200012ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200012 ZSM, for the grant of a special permit (L.U. No. 165).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6045574,Res 0521-2023,disapproved,document_lookup_review,200013ZSM,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200013 ZSM, for the grant of a special permit (L.U. No. 166).","Matter: Res 0521-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 200013ZSM
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 200013 ZSM, for the grant of a special permit (L.U. No. 166).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6065231,Res 0536-2023,filed_withdrawal_or_motion,document_lookup_review,210090ZMK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. C 210090 ZMK, a Zoning Map amendment (L.U. No. 168).","Matter: Res 0536-2023 (2023)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 210090ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. C 210090 ZMK, a Zoning Map amendment (L.U. No. 168).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6065232,Res 0537-2023,filed_withdrawal_or_motion,document_lookup_review,210091ZRK,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 210091 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 169).","Matter: Res 0537-2023 (2023)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 210091ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 210091 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 169).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6177185,Res 0601-2023,filed_withdrawal_or_motion,document_lookup_review,220330ZRQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 220330 ZRQ, for an amendment of the text of the Zoning Resolution (Pre. L.U. No. 182).","Matter: Res 0601-2023 (2023)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220330ZRQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on Application No. N 220330 ZRQ, for an amendment of the text of the Zoning Resolution (Pre. L.U. No. 182).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6283513,Res 0719-2023,filed_withdrawal_or_motion,document_lookup_review,220218ZMQ,,,"Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220218 ZMQ, a Zoning Map amendment (L.U. No. 230).","Matter: Res 0719-2023 (2023)
Disposition: filed_withdrawal_or_motion / Filed by Council
Application keys: 220218ZMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution approving a motion to file pursuant to withdrawal of the application regarding the decision of the City Planning Commission on ULURP No. C 220218 ZMQ, a Zoning Map amendment (L.U. No. 230).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2023,6283514,Res 0720-2023,disapproved,document_lookup_review,210323MMQ,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 210323 MMQ, an amendment to the City Map (L.U. No. 231).","Matter: Res 0720-2023 (2023)
Disposition: disapproved / Disapproved by Council
Application keys: 210323MMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 210323 MMQ, an amendment to the City Map (L.U. No. 231).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2024,6507460,Res 0031-2024,disapproved,document_lookup_review,230157ZMK,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 230157 ZMK, a Zoning Map amendment (L.U. No. 6).","Matter: Res 0031-2024 (2024)
Disposition: disapproved / Disapproved by Council
Application keys: 230157ZMK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 230157 ZMK, a Zoning Map amendment (L.U. No. 6).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2024,6507461,Res 0032-2024,disapproved,document_lookup_review,230158ZRK,,,"Resolution disapproving the decision of the City Planning Commission on Application No. N 230158 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 7).","Matter: Res 0032-2024 (2024)
Disposition: disapproved / Disapproved by Council
Application keys: 230158ZRK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on Application No. N 230158 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 7).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2024,6507462,Res 0033-2024,disapproved,document_lookup_review,230159ZSK,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 230159 ZSK, for the grant of a special permit (L.U. No. 8).","Matter: Res 0033-2024 (2024)
Disposition: disapproved / Disapproved by Council
Application keys: 230159ZSK
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 230159 ZSK, for the grant of a special permit (L.U. No. 8).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2024,6872788,Res 0593-2024,disapproved,medium_address_or_range_review,,2450082809,6001 70th Avenue,"Resolution disapproving the petition for a revocable consent for a sidewalk café located at 6001 70th Avenue, Borough of Queens (Non-ULURP No. D 2450082809 SWQ; DOT No. 20240404040002; L.U. No. 155).","Matter: Res 0593-2024 (2024)
Disposition: disapproved / Disapproved by Council
Application keys: none parsed
Parsed title BBLs: 2450082809
Parsed title address: 6001 70th Avenue
Full title: Resolution disapproving the petition for a revocable consent for a sidewalk café located at 6001 70th Avenue, Borough of Queens (Non-ULURP No. D 2450082809 SWQ; DOT No. 20240404040002; L.U. No. 155).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2025,7103052,LU 0231-2025,disapproved,document_lookup_review,220305MMQ,,,"Application number C 220305 MMQ (49-39 Van Dam Street Demapping) submitted by JPB Realty Co., LLC, pursuant to Sections 197-c and 199 of the New York City Charter and Section 5-430 et seq. of the New York City Administrative Code for an amendment to the City Map involving: the elimination, discontinuance and closing of a portion of Gale Avenue and the adjustment of grades and block dimensions necessitated thereby, including authorization for any acquisition or disposition of real property related thereto, in accordance with Map No. 5041 dated April 25, 2024 and signed by the Borough President,","Matter: LU 0231-2025 (2025)
Disposition: disapproved / Disapproved by Council
Application keys: 220305MMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Application number C 220305 MMQ (49-39 Van Dam Street Demapping) submitted by JPB Realty Co., LLC, pursuant to Sections 197-c and 199 of the New York City Charter and Section 5-430 et seq. of the New York City Administrative Code for an amendment to the City Map involving: the elimination, discontinuance and closing of a portion of Gale Avenue and the adjustment of grades and block dimensions necessitated thereby, including authorization for any acquisition or disposition of real property related thereto, in accordance with Map No. 5041 dated April 25, 2024 and signed by the Borough President,
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
2025,7136463,Res 0766-2025,disapproved,document_lookup_review,220305MMQ,,,"Resolution disapproving the decision of the City Planning Commission on ULURP No. C 220305 MMQ, an amendment to the City Map (L.U. No. 231).","Matter: Res 0766-2025 (2025)
Disposition: disapproved / Disapproved by Council
Application keys: 220305MMQ
Parsed title BBLs: none parsed
Parsed title address: none parsed
Full title: Resolution disapproving the decision of the City Planning Commission on ULURP No. C 220305 MMQ, an amendment to the City Map (L.U. No. 231).
Task: Identify the affected NYC location and likely Council district. Prefer official CPC, ULURP, Legistar, HPD, LPC, or city records. Do not guess if the title is ambiguous."
